ResponseId,What is your age range?,What is your gender?,"What is your approximate total household investable assets? (includes checking, savings, or money market accounts and investments – excludes your primary residence and employer-sponsored retirement accounts)",Which of the following best describes your level of comfort using technology?,What is your usual method for contacting a company? - Selected Choice,What is your usual method for contacting a company? - Other - Text,"How often do you call companies for customer service (ie support, issue, order)?",Why do you typically call customer service or a company phone number? - Selected Choice,Why do you typically call customer service or a company phone number? - Other - Text,"When you call a company, do you prefer to speak to a live agent or use an voice assistant?",How would you rate your overall experience with virtual assistants when calling a company or customer service line?,"In the past, when speaking with virtual assistant for a company, did the virtual assistant accurately understand and address your needs or concerns?",How easy or difficult do you find it to communicate with a virtual assistant when calling a company?,Can you please explain what parts of the experience make it difficult?,Can you please explain what parts of the experience make it easy?,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Clarity of instructions,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Ease of navigation,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Speed of response,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Accuracy of information,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Ability to reach a live agent,How comfortable are you with virtual assistants that capture your information?,Can you please explain what makes you feel that way?,At what point during the conversation with the voice assistant would you prefer to speak to a live agent?,How would you rate your comfort level with an automated system handling the following tasks? - Password reset,How would you rate your comfort level with an automated system handling the following tasks? - Real-time account balance,"How would you rate your comfort level with an automated system handling the following tasks? - Account information (Direct deposit setup, routing information)",How would you rate your comfort level with an automated system handling the following tasks? - Recently cleared checks,How would you rate your comfort level with an automated system handling the following tasks? - Physical Check reorder,How would you rate your comfort level with an automated system handling the following tasks? - Stop payment on a check,How would you rate your comfort level with an automated system handling the following tasks? - Withdrawal activity,How would you rate your comfort level with an automated system handling the following tasks? - Deposit activity,How would you rate your comfort level with an automated system handling the following tasks? - Credit card payment,"How would you rate your comfort level with an automated system handling the following tasks? - Rate & Yields (Dividend interest payments, fund yield etc)",How would you rate your comfort level with an automated system handling the following tasks? - Product features and benefits,How would you rate your comfort level with an automated system handling the following tasks? - Mortgage Inquiry,"Imagine that you need to reset your password.
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie your password is reset).

Ideally, how do you envision this interaction playing out with an voice assistant?","Imagine that you need to check your account balance. 
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie you are told your account balance). 

Ideally, how do you envision this interaction playing out with an voice assistant?","Imagine that you need assistance navigating the company's home page. 
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie your questions or concerns about the home page are answered). 

Ideally, how do you envision this interaction playing out with an voice assistant?"
R_1LCdn40bDImsGkV,25-34,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To ask a question about a product or service,,Always prefer a live agent,Delightful,Yes,Extremely easy,,Cheek its events that are yet to see if they have ,2,3,4,1,5,Extremely comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Iron skillet to oven recipe to be a good ,Kyle Larson to do manager is the one with ,Jail inmate list the one 888
R_W9vB80HykOrQzWp,45-54,Female,"$10,000,000.00",Extremely comfortable,Phone,,A few times a month,To resolve an issue with a product or service,,Always prefer a live agent,Average,Kind of,Somewhat difficult,Note putting in the notes of conversion we spoke about on the phone. An dont documentation in an i hare when they do that,,1,2,3,4,5,Somewhat comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Neutral,Not Comfortable,Neutral,Neutral,I would ask for a l ive agents because the system dont get it right ,I would requested to speck to some one,When you are doing business always wise so things can turn out have clearly on what you need
R_33l0QGFXwKiYI9A,25-34,Female,"$5,000,000 - $10,000,000",Extremely comfortable,Online Chat,,A few times a month,To resolve an issue with a product or service,,Prefer a voice assistant but may speak to a live agent,Delightful,Yes,Extremely easy,,The real thing is going back in a few minutes ,1,2,3,4,5,Extremely comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,I have to go back in the gym ,I’m going back in the office to see ,I just want you in the house 
R_1CydRi5ZfXBdkFc,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Online Chat,,A few times a year,To make a complaint or give feedback about a product or service,,Prefer a voice assistant but may speak to a live agent,Good,Kind of,Somewhat easy,,The respond part ,2,1,3,4,5,Extremely comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,N/A,N/A,N/A
R_RsqmbBIFe16OmyZ,55-65,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,Kind of,Neutral,,,4,3,5,1,2,Neutral,,Immediately,Not Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Comfortable,Neutral,Neutral,Neutral,Neutral,Endless answering and circular conversation ,Ask for account balance and get it,I can navigate on my own
R_3dGRdpvPmV2RyjZ,55-65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,A few times a month,To place an order or make a purchase,,Always prefer a live agent,Average,Yes,Somewhat easy,,Usually it involves pressing a number for what you want instead of explaining and that makes the call very quick and uncomplicated mplicated,2,3,1,4,5,Neutral,,Only if the automated system cannot help me,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,Neutral,Neutral,Comfortable,Neutral,Comfortable,Not Comfortable,They give you the usual press a number and you get the option to reset your password. You I say your password press the pound key it tells you to repeat the password you do so and press the pound key again and then the voice assistant returns to tell you your password has been reset,Same basic press the appropriate number for balance you get your balance and end the call,I have no idea
R_3kERX2Z9uGgjkVe,65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Poor,No,Somewhat difficult,the assistant doesnt seem to understand the question. Most times I have to repeat my request too mant times,,3,2,5,1,4,Somewhat uncomfortable,I am not sure the assitants understand what I am providing,After multiple attempts with the automated system,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Neutral,I would think that this could be accomplished very quickly maybe one question,As it does right now an assitant alreay provides this information in all inquiries,I would ask for a direction to complete visiting the home page and the assistant would direct me to the issue
R_XyXUUJy3nUr5cqZ,35-44,Male,"$10,000,000.00",Extremely comfortable,Email,,Daily,To resolve an issue with a product or service,,Always prefer a live agent,Delightful,Yes,Extremely easy,,There customer care agent are top professional in handling issues on ground,1,4,2,3,5,Extremely comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,I get the automatic format of how it is done,I envision it properly with ease,Interaction with it us with confidence
R_2ASERxEXvpdPyV1,55-65,Male,"$1,000,000 - $5,000,000",Neutral,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,It gets confused and I have issues honing in on the issue/problem to select when trying to enter my issue.,,5,3,1,2,4,Somewhat uncomfortable,I never trust that they will get it right.,After multiple attempts with the automated system,Neutral,Comfortable,Not Comfortable,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Not Comfortable,I would select the option to reset the password and then enter my requested password.,get the correct account and then press the correct option to get the balance.,just let me get to the home page without a lot of instructions.  Possibly at first contact.
R_R46lKrEX5Aw2qAN,65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Neutral,,,4,5,2,3,1,Somewhat uncomfortable,Often still need to repeat it when reaching a live agent.,After trying the automated system once,Not Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,I prefer to do it on my own without assistance at all.,Recording of my current balances.,"They might have to take control of my screen, no thank you."
R_3HB9yoMySDXpwQU,55-65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,No,Somewhat difficult,They don’t seem to understand what I want,,5,1,4,2,3,Neutral,,After trying the automated system once,Comfortable,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Saying password reset ,Account balance please,This one is tougher home page help please or technical assistance
R_ReOGch96dE3NtBL,25-34,Male,"$5,000,000 - $10,000,000",Extremely comfortable,Phone,,Daily,To resolve an issue with a product or service,,Always prefer a live agent,Good,Yes,Extremely easy,,It's very informative and innovative technology ,1,3,4,2,5,Extremely comfortable,,Immediately,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,It's very informative and innovative technology ,Very good idea ,It's very informative and innovative technology 
R_2VyF3J2MYSQl86O,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,Not being able to ask certain questions and get answers ,,5,2,4,3,1,Somewhat uncomfortable,Like my privacy ,After trying the automated system once,Comfortable,Comfortable,Neutral,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Comfortable,Comfortable,Comfortable,I would not use it,Probably would be okay ,Would ot
R_3OquIJ6MFLLomsN,65,Male,"$1,000,000 - $5,000,000",Somewhat uncomfortable,Phone,,A few times a year,To ask a question about a product or service,,Always prefer a live agent,Poor,No,Somewhat difficult,"They rarely answer the questions that I want answered.  Invariably, I will talk to a actual person.",,3,4,5,2,1,Somewhat uncomfortable,"Just prefer, my a large margin,  talking to a real live person.",Immediately,Not Comfortable,Neutral,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,clear instructions step by step and not a lengthy process.,"That would be easier, I have some comfort level.",easy to understand instructions and no lengthy process.
R_2CDQsZuilxxM9Sy,25-34,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Online Chat,,A few times a month,To make a complaint or give feedback about a product or service,,Always prefer a live agent,Good,Kind of,Somewhat easy,,It has some answers based on past questions by other customers who had similar issues,4,5,2,3,1,Somewhat comfortable,,Only if the automated system cannot help me,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Much more inspiring ,Very inspiring ,Inspiring 
R_2scCD7WJ1xbI8Wv,45-54,Female,"$5,000,000 - $10,000,000",Extremely comfortable,Online Chat,,A few times a month,To ask a question about a product or service,,Prefer a live agent but may speak to an voice assistant,Delightful,Yes,Extremely easy,,You have  key words to say  that help  directing  you ,2,3,5,4,1,Extremely comfortable,,After multiple attempts with the automated system,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Giving  me a temporary password ,Asking  balance  and verification  then you can get  your information ,To get information 
R_2VlMpaJXBXRLCbR,35-44,Male,"$5,000,000 - $10,000,000",Extremely comfortable,Online Chat,,A few times a month,To ask a question about a product or service,,Prefer a voice assistant but may speak to a live agent,Good,Yes,Somewhat easy,,Just typing or pushing a number ,3,5,2,1,4,Somewhat comfortable,,After trying the automated system once,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Comfortable,Neutral,Quick and accurate ,Plain and simple ,Faster 
R_2E5YxylPPpK2spo,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Extremely difficult,The virtual assistant only can answer scripted questions.  If you ask something else the just repeat the scripted answer.,,4,5,2,3,1,Neutral,,After trying the automated system once,Neutral,Neutral,Not Comfortable,Neutral,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Neutral,Neutral,Neutral,With confusion,Probably would go OK,It should be easy enough
R_3GjoPp2EzRLMxBp,35-44,Male,"$5,000,000 - $10,000,000",Extremely comfortable,Email,,Daily,To resolve an issue with a product or service,,Always prefer a live agent,Delightful,Yes,Somewhat easy,,Quality assurance ,2,1,3,4,5,Extremely comfortable,,Only if the automated system cannot help me,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Quality assurance ,Quality assurance ,Quality assurance 
R_12mto1BTP66n3pX,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Average,Kind of,Neutral,,,4,3,5,2,1,Somewhat comfortable,,After trying the automated system once,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Not Comfortable,I would ask to speak to a human agent.,Very well.,Very well.
R_qDb5NzIvtIIwBsB,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a month,To ask a question about a product or service,,Always prefer a live agent,Delightful,Yes,Extremely easy,,I have no problem getting it back,3,4,5,1,2,Extremely comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Neutral,Comfortable,Comfortable,Please call me back please please let,We have to get a ,I don know if I have no problem getting it 
R_29fUrmIV1M8HFsh,25-34,Male,"$10,000,000.00",Extremely comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Delightful,Kind of,Neutral,,,1,2,3,4,5,Somewhat comfortable,,After multiple attempts with the automated system,Comfortable,Comfortable,Comfortable,Neutral,Not Comfortable,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Please see if this issue is for real and can you find a way to get it back if so please,Thank you so much but no,I would say hey can I please get some assistance please so I can check this out
R_2156hRELwE0f7jz,35-44,Male,"$5,000,000 - $10,000,000",Extremely comfortable,Email,,A few times a month,To get help with a technical issue or difficulty,,Prefer a voice assistant but may speak to a live agent,Good,Yes,Somewhat easy,,i command and they do it properly.,4,1,2,3,5,Extremely comfortable,,Only if the automated system cannot help me,Comfortable,Not Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,answer question,answering question,command it
R_1FmjKLI3rtYJEqu,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Average,No,Somewhat difficult,"Seemed like a circular experience - I kept asking the same question and they had some ""canned"" responses that were not addressing the issue(s).  And it just kept happening.  Seems typical when working with virtual assistants.",,4,1,3,5,2,Somewhat uncomfortable,Because of my past experiences where I do not get an answer to my specific question.  ,After trying the automated system once,Neutral,Comfortable,Not Comfortable,Neutral,Comfortable,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Not Comfortable,Not ideal.  I would not feel comfortable saying my password to a machine versus punching in the code with a live person on the other end.,No problem as that's on line and ok with a virtual assistant.,Not a big problem.  Should be okay.
